dataset,attack,family,pipeline,degradation,strength,restoration_prior,condition,target_label,poison_rate,ca,asr,pa,delta_ca,delta_asr,delta_pa,outcome,source_log
Imagenette2,BadNet,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.8461146497,0.971388102,0.1263694268,0,0,0,origin_attack,imagenette2/attack_log/20260804_180646_Imagenette2_BadNet_none_0.0_seed1234.log
Imagenette2,Blended,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.861910828,0.997733711,0.1026751592,0,0,0,origin_attack,imagenette2/attack_log/20260804_180754_Imagenette2_Blended_none_0.0_seed1234.log
Imagenette2,ISSBA,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.8287898089,0.9932011331,0.105477707,0,0,0,origin_attack,imagenette2/attack_log/20260808_142102_Imagenette2_ISSBA_none_0.0_seed1234.log
Imagenette2,WaNet,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.8568152866,0.9807801018,0.1151592357,0,0,0,origin_attack,imagenette2/attack_log/20260819_011317_Imagenette2_WaNet_none_0.0_seed1234.log
Imagenette2,BadNet,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.821910828,0.6937677054,0.3689171975,-0.02420382167,-0.2776203966,0.2425477707,mixed,imagenette2/diffusionzip/20260818_200823_Imagenette2_BadNet_diffusionzip_100.0_seed1234.log
Imagenette2,BadNet,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.7977070064,0.01444759207,0.7987261146,-0.04840764333,-0.9569405099,0.6723566878,prediction_recovery,imagenette2/diffusionzip/20260818_202716_Imagenette2_BadNet_diffusionzip_200.0_seed1234.log
Imagenette2,BadNet,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.7785987261,0.01558073654,0.7722292994,-0.06751592359,-0.9558073655,0.6458598726,prediction_recovery,imagenette2/diffusionzip/20260818_205032_Imagenette2_BadNet_diffusionzip_300.0_seed1234.log
Imagenette2,BadNet,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.7436942675,0.0209631728,0.7385987261,-0.1024203822,-0.9504249292,0.6122292993,mixed,imagenette2/diffusionzip/20260818_211720_Imagenette2_BadNet_diffusionzip_400.0_seed1234.log
Imagenette2,BadNet,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.6718471338,0.03824362606,0.6670063694,-0.1742675159,-0.9331444759,0.5406369426,mixed,imagenette2/diffusionzip/20260818_214756_Imagenette2_BadNet_diffusionzip_500.0_seed1234.log
Imagenette2,Blended,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.8239490446,0.4529745042,0.5233121019,-0.03796178341,-0.5447592068,0.4206369427,prediction_recovery,imagenette2/diffusionzip/20260818_222206_Imagenette2_Blended_diffusionzip_100.0_seed1234.log
Imagenette2,Blended,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.7974522293,0.06968838527,0.7740127389,-0.0644585987,-0.9280453257,0.6713375797,prediction_recovery,imagenette2/diffusionzip/20260818_224042_Imagenette2_Blended_diffusionzip_200.0_seed1234.log
Imagenette2,Blended,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.7661146497,0.01898016997,0.7368152866,-0.09579617832,-0.978753541,0.6341401274,prediction_recovery,imagenette2/diffusionzip/20260818_230317_Imagenette2_Blended_diffusionzip_300.0_seed1234.log
Imagenette2,Blended,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.7238216561,0.01898016997,0.6672611465,-0.1380891719,-0.978753541,0.5645859873,mixed,imagenette2/diffusionzip/20260818_232930_Imagenette2_Blended_diffusionzip_400.0_seed1234.log
Imagenette2,Blended,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.6522292994,0.03739376771,0.5457324841,-0.2096815286,-0.9603399433,0.4430573249,utility_collapse,imagenette2/diffusionzip/20260818_235937_Imagenette2_Blended_diffusionzip_500.0_seed1234.log
Imagenette2,WaNet,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.7956687898,0.03250423968,0.7694267516,-0.06114649679,-0.9482758621,0.6542675159,prediction_recovery,imagenette2/diffusionzip/20260819_003323_Imagenette2_WaNet_diffusionzip_100.0_seed1234.log
Imagenette2,WaNet,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.7681528662,0.006218202374,0.7036942675,-0.08866242036,-0.9745618994,0.5885350318,prediction_recovery,imagenette2/diffusionzip/20260819_005317_Imagenette2_WaNet_diffusionzip_200.0_seed1234.log
Imagenette2,WaNet,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.7278980892,0.005935556812,0.6631847134,-0.1289171974,-0.974844545,0.5480254777,mixed,imagenette2/diffusionzip/20260819_011712_Imagenette2_WaNet_diffusionzip_300.0_seed1234.log
Imagenette2,WaNet,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.690955414,0.007348784624,0.6280254777,-0.1658598726,-0.9734313172,0.512866242,mixed,imagenette2/diffusionzip/20260819_014458_Imagenette2_WaNet_diffusionzip_400.0_seed1234.log
Imagenette2,WaNet,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.6022929936,0.008762012436,0.5719745223,-0.254522293,-0.9720180894,0.4568152866,utility_collapse,imagenette2/diffusionzip/20260819_021646_Imagenette2_WaNet_diffusionzip_500.0_seed1234.log
Imagenette2,ISSBA,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.8170700637,0.00821529745,0.8132484076,-0.01171974521,-0.9849858356,0.7077707006,prediction_recovery,imagenette2/diffusionzip/20260819_025157_Imagenette2_ISSBA_diffusionzip_100.0_seed1234.log
Imagenette2,ISSBA,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.8002547771,0.009915014164,0.7997452229,-0.02853503183,-0.9832861189,0.6942675159,prediction_recovery,imagenette2/diffusionzip/20260819_031026_Imagenette2_ISSBA_diffusionzip_200.0_seed1234.log
Imagenette2,ISSBA,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.7839490446,0.01501416431,0.7859872611,-0.04484076431,-0.9781869688,0.6805095541,prediction_recovery,imagenette2/diffusionzip/20260819_033258_Imagenette2_ISSBA_diffusionzip_300.0_seed1234.log
Imagenette2,ISSBA,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.752611465,0.01813031161,0.7513375796,-0.07617834393,-0.9750708215,0.6458598726,prediction_recovery,imagenette2/diffusionzip/20260819_035909_Imagenette2_ISSBA_diffusionzip_400.0_seed1234.log
Imagenette2,ISSBA,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.6912101911,0.04815864023,0.6876433121,-0.1375796178,-0.9450424929,0.5821656051,mixed,imagenette2/diffusionzip/20260819_042858_Imagenette2_ISSBA_diffusionzip_500.0_seed1234.log
Imagenette2,BadNet,haze,none,none,0.0,haze4k,defense,1,0.05,0.8382165605,0.7390934844,0.1714649682,-0.00789808919,-0.2322946176,0.04509554135,mixed,imagenette2/haze/haze4k_defense_log/20260816_022152_Imagenette2_BadNet_none_0.0_seed1234.log
Imagenette2,Blended,haze,none,none,0.0,haze4k,defense,1,0.05,0.8522292994,0.9966005666,0.1026751592,-0.009681528637,-0.001133144428,3.566878737e-11,attack_preservation,imagenette2/haze/haze4k_defense_log/20260816_023833_Imagenette2_Blended_none_0.0_seed1234.log
Imagenette2,ISSBA,haze,none,none,0.0,haze4k,defense,1,0.05,0.8099363057,0.9920679887,0.1062420382,-0.01885350317,-0.001133144431,0.0007643312166,attack_preservation,imagenette2/haze/haze4k_defense_log/20260816_030808_Imagenette2_ISSBA_none_0.0_seed1234.log
Imagenette2,WaNet,haze,none,none,0.0,haze4k,defense,1,0.05,0.8448407643,0.9680610514,0.1161783439,-0.01197452227,-0.01271905036,0.001019108249,attack_preservation,imagenette2/haze/haze4k_defense_log/20260818_231536_Imagenette2_WaNet_none_0.0_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.15,none,defense,1,0.05,0.8303184713,0.9526912181,0.1431847134,-0.01579617836,-0.01869688387,0.01681528658,attack_preservation,imagenette2/haze/haze_defense_log/20260816_200111_Imagenette2_BadNet_haze_0.15_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.2,none,defense,1,0.05,0.8196178344,0.9498583569,0.1457324841,-0.02649681531,-0.02152974506,0.01936305728,attack_preservation,imagenette2/haze/haze_defense_log/20260816_200957_Imagenette2_BadNet_haze_0.2_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.5,none,defense,1,0.05,0.6512101911,0.8869688385,0.1994904459,-0.1949044586,-0.08441926347,0.07312101906,attack_preservation,imagenette2/haze/haze_defense_log/20260816_201839_Imagenette2_BadNet_haze_0.5_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.75,none,defense,1,0.05,0.3518471338,0.3490084986,0.3729936306,-0.4942675159,-0.6223796034,0.2466242038,utility_collapse,imagenette2/haze/haze_defense_log/20260816_202745_Imagenette2_BadNet_haze_0.75_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.9,none,defense,1,0.05,0.1561783439,0.000283286119,0.1546496815,-0.6899363058,-0.9711048159,0.02828025473,utility_collapse,imagenette2/haze/haze_defense_log/20260816_203700_Imagenette2_BadNet_haze_0.9_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.15,none,defense,1,0.05,0.8491719745,0.9971671388,0.1031847134,-0.01273885348,-0.0005665721898,0.0005095541758,attack_preservation,imagenette2/haze/haze_defense_log/20260816_205208_Imagenette2_Blended_haze_0.15_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.2,none,defense,1,0.05,0.8356687898,0.9963172805,0.1039490446,-0.02624203819,-0.001416430547,0.001273885386,attack_preservation,imagenette2/haze/haze_defense_log/20260816_205911_Imagenette2_Blended_haze_0.2_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.5,none,defense,1,0.05,0.6960509554,0.9745042493,0.1210191083,-0.1658598726,-0.02322946171,0.01834394908,attack_preservation,imagenette2/haze/haze_defense_log/20260816_210621_Imagenette2_Blended_haze_0.5_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.75,none,defense,1,0.05,0.3847133758,0.195184136,0.1503184713,-0.4771974522,-0.802549575,0.04764331214,utility_collapse,imagenette2/haze/haze_defense_log/20260816_211356_Imagenette2_Blended_haze_0.75_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.9,none,defense,1,0.05,0.1498089172,0.001699716714,0.1092993631,-0.7121019108,-0.9960339943,0.006624203857,utility_collapse,imagenette2/haze/haze_defense_log/20260816_212206_Imagenette2_Blended_haze_0.9_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.15,none,defense,1,0.05,0.8160509554,0.990368272,0.1082802548,-0.01273885349,-0.002832861145,0.002802547777,attack_preservation,imagenette2/haze/haze_defense_log/20260816_212914_Imagenette2_ISSBA_haze_0.15_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.2,none,defense,1,0.05,0.8061146497,0.9883852691,0.1098089172,-0.02267515922,-0.004815863978,0.004331210197,attack_preservation,imagenette2/haze/haze_defense_log/20260816_213653_Imagenette2_ISSBA_haze_0.2_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.5,none,defense,1,0.05,0.6672611465,0.9337110482,0.1485350318,-0.1615286624,-0.05949008494,0.04305732485,attack_preservation,imagenette2/haze/haze_defense_log/20260816_214433_Imagenette2_ISSBA_haze_0.5_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.75,none,defense,1,0.05,0.3770700637,0.3263456091,0.3551592357,-0.4517197452,-0.666855524,0.2496815287,utility_collapse,imagenette2/haze/haze_defense_log/20260816_215259_Imagenette2_ISSBA_haze_0.75_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.9,none,defense,1,0.05,0.1900636943,0,0.1707006369,-0.6387261146,-0.9932011331,0.06522292994,utility_collapse,imagenette2/haze/haze_defense_log/20260816_220150_Imagenette2_ISSBA_haze_0.9_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.15,none,defense,1,0.05,0.8453503185,0.9867156586,0.1100636943,-0.01146496813,0.005935556764,-0.005095541432,attack_preservation,imagenette2/haze/haze_defense_log/20260819_040054_Imagenette2_WaNet_haze_0.15_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.2,none,defense,1,0.05,0.8341401274,0.9869983041,0.1095541401,-0.02267515921,0.006218202327,-0.005605095573,attack_preservation,imagenette2/haze/haze_defense_log/20260819_040905_Imagenette2_WaNet_haze_0.2_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.5,none,defense,1,0.05,0.7044585987,0.9892594686,0.1067515924,-0.1523566879,0.008479366826,-0.008407643343,attack_preservation,imagenette2/haze/haze_defense_log/20260819_041718_Imagenette2_WaNet_haze_0.5_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.75,none,defense,1,0.05,0.4664968153,0.9725833804,0.1138853503,-0.3903184713,-0.008196721359,-0.001273885382,utility_collapse,imagenette2/haze/haze_defense_log/20260819_042554_Imagenette2_WaNet_haze_0.75_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.9,none,defense,1,0.05,0.1895541401,0.6820237422,0.1184713376,-0.6672611465,-0.2987563596,0.00331210188,utility_collapse,imagenette2/haze/haze_defense_log/20260819_043437_Imagenette2_WaNet_haze_0.9_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.15,haze4k,defense,1,0.05,0.8405095541,0.828611898,0.1798726115,-0.00560509556,-0.142776204,0.05350318466,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260815_222223_Imagenette2_BadNet_haze_0.15_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.2,haze4k,defense,1,0.05,0.8425477707,0.840509915,0.1857324841,-0.003566878999,-0.130878187,0.05936305728,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260815_223931_Imagenette2_BadNet_haze_0.2_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.5,haze4k,defense,1,0.05,0.8392356688,0.7677053824,0.3057324841,-0.00687898091,-0.2036827196,0.1793630573,mixed,imagenette2/haze/haze_haze4k_defense_log/20260815_225627_Imagenette2_BadNet_haze_0.5_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.75,haze4k,defense,1,0.05,0.8397452229,0.5620396601,0.4848407643,-0.00636942677,-0.4093484419,0.3584713375,mixed,imagenette2/haze/haze_haze4k_defense_log/20260815_231330_Imagenette2_BadNet_haze_0.75_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.9,haze4k,defense,1,0.05,0.7289171975,0.583286119,0.4428025478,-0.1171974522,-0.388101983,0.316433121,mixed,imagenette2/haze/haze_haze4k_defense_log/20260815_233014_Imagenette2_BadNet_haze_0.9_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.15,haze4k,defense,1,0.05,0.8563057325,0.997733711,0.1024203822,-0.005605095516,4.815869925e-11,-0.0002547770344,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260815_234812_Imagenette2_Blended_haze_0.15_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.2,haze4k,defense,1,0.05,0.8578343949,0.9974504249,0.1024203822,-0.004076433096,-0.0002832860708,-0.0002547770344,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260816_000358_Imagenette2_Blended_haze_0.2_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.5,haze4k,defense,1,0.05,0.8557961783,0.997733711,0.1026751592,-0.006114649656,4.815869925e-11,3.566878737e-11,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260816_001952_Imagenette2_Blended_haze_0.5_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.75,haze4k,defense,1,0.05,0.8593630573,0.9960339943,0.1031847134,-0.002547770675,-0.001699716666,0.0005095541758,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260816_003516_Imagenette2_Blended_haze_0.75_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.9,haze4k,defense,1,0.05,0.7411464968,0.8920679887,0.1508280255,-0.1207643312,-0.1056657223,0.04815286628,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260816_005004_Imagenette2_Blended_haze_0.9_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.15,haze4k,defense,1,0.05,0.8175796178,0.9909348442,0.1077707006,-0.01121019107,-0.002266288907,0.002292993637,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260816_022926_Imagenette2_ISSBA_haze_0.15_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.2,haze4k,defense,1,0.05,0.8203821656,0.9895184136,0.1087898089,-0.008407643295,-0.003682719502,0.003312101917,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260816_024527_Imagenette2_ISSBA_haze_0.2_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.5,haze4k,defense,1,0.05,0.821656051,0.9745042493,0.1212738854,-0.007133757945,-0.01869688381,0.01579617835,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260816_030020_Imagenette2_ISSBA_haze_0.5_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.75,haze4k,defense,1,0.05,0.8206369427,0.7674220963,0.2891719745,-0.008152866225,-0.2257790368,0.1836942675,mixed,imagenette2/haze/haze_haze4k_defense_log/20260816_031510_Imagenette2_ISSBA_haze_0.75_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.9,haze4k,defense,1,0.05,0.7159235669,0.0178470255,0.7166878981,-0.112866242,-0.9753541076,0.6112101911,mixed,imagenette2/haze/haze_haze4k_defense_log/20260816_032949_Imagenette2_ISSBA_haze_0.9_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.15,haze4k,defense,1,0.05,0.8527388535,0.9748445449,0.1156687898,-0.004076433097,-0.005935556859,0.0005095541089,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260818_232832_Imagenette2_WaNet_haze_0.15_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.2,haze4k,defense,1,0.05,0.8529936306,0.9759751272,0.1156687898,-0.003821656027,-0.004804974609,0.0005095541089,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260818_234526_Imagenette2_WaNet_haze_0.2_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.5,haze4k,defense,1,0.05,0.8517197452,0.9771057094,0.1154140127,-0.005095541377,-0.00367439236,0.0002547770389,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260819_000155_Imagenette2_WaNet_haze_0.5_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.75,haze4k,defense,1,0.05,0.8563057325,0.9779536461,0.1154140127,-0.0005095541159,-0.002826455672,0.0002547770389,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260819_001825_Imagenette2_WaNet_haze_0.75_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.9,haze4k,defense,1,0.05,0.7431847134,0.977388355,0.1156687898,-0.1136305732,-0.003391746797,0.0005095541089,attack_preservation,imagenette2/haze/haze_haze4k_defense_log/20260819_003432_Imagenette2_WaNet_haze_0.9_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.15,its,defense,1,0.05,0.796433121,0.5895184136,0.4346496815,-0.04968152868,-0.3818696884,0.3082802547,mixed,imagenette2/haze/haze_its_defense_log/20260816_064049_Imagenette2_BadNet_haze_0.15_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.2,its,defense,1,0.05,0.8012738854,0.4949008499,0.5075159236,-0.04484076435,-0.4764872521,0.3811464968,mixed,imagenette2/haze/haze_its_defense_log/20260816_065744_Imagenette2_BadNet_haze_0.2_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.5,its,defense,1,0.05,0.8127388535,0.1254957507,0.7676433121,-0.0333757962,-0.8458923513,0.6412738853,prediction_recovery,imagenette2/haze/haze_its_defense_log/20260816_071431_Imagenette2_BadNet_haze_0.5_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.75,its,defense,1,0.05,0.8150318471,0.2900849858,0.6792356688,-0.03108280257,-0.6813031162,0.552866242,prediction_recovery,imagenette2/haze/haze_its_defense_log/20260816_073123_Imagenette2_BadNet_haze_0.75_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.9,its,defense,1,0.05,0.7289171975,0.08696883853,0.7294267516,-0.1171974522,-0.8844192635,0.6030573248,mixed,imagenette2/haze/haze_its_defense_log/20260816_074709_Imagenette2_BadNet_haze_0.9_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.15,its,defense,1,0.05,0.8206369427,0.1620396601,0.1092993631,-0.04127388532,-0.8356940509,0.006624203857,target_disruption,imagenette2/haze/haze_its_defense_log/20260816_080255_Imagenette2_Blended_haze_0.15_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.2,its,defense,1,0.05,0.8264968153,0.1456090652,0.1044585987,-0.03541401271,-0.8521246458,0.001783439526,target_disruption,imagenette2/haze/haze_its_defense_log/20260816_081628_Imagenette2_Blended_haze_0.2_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.5,its,defense,1,0.05,0.8369426752,0.1161473088,0.07286624204,-0.02496815284,-0.8815864022,-0.02980891716,target_disruption,imagenette2/haze/haze_its_defense_log/20260816_083035_Imagenette2_Blended_haze_0.5_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.75,its,defense,1,0.05,0.8417834395,0.3787535411,0.0850955414,-0.02012738851,-0.6189801699,-0.0175796178,target_disruption,imagenette2/haze/haze_its_defense_log/20260816_084400_Imagenette2_Blended_haze_0.75_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.9,its,defense,1,0.05,0.7408917197,0.9433427762,0.1301910828,-0.1210191083,-0.0543909348,0.0275159236,attack_preservation,imagenette2/haze/haze_its_defense_log/20260816_085805_Imagenette2_Blended_haze_0.9_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.15,its,defense,1,0.05,0.7737579618,0.9104815864,0.1281528662,-0.05503184712,-0.0827195467,0.02267515924,attack_preservation,imagenette2/haze/haze_its_defense_log/20260816_103029_Imagenette2_ISSBA_haze_0.15_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.2,its,defense,1,0.05,0.7788535032,0.9101983003,0.1281528662,-0.04993630572,-0.08300283282,0.02267515924,attack_preservation,imagenette2/haze/haze_its_defense_log/20260816_104500_Imagenette2_ISSBA_haze_0.2_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.5,its,defense,1,0.05,0.7908280255,0.8521246459,0.1640764331,-0.03796178342,-0.1410764872,0.05859872612,attack_preservation,imagenette2/haze/haze_its_defense_log/20260816_105913_Imagenette2_ISSBA_haze_0.5_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.75,its,defense,1,0.05,0.7954140127,0.5053824363,0.4333757962,-0.03337579616,-0.4878186968,0.3278980892,mixed,imagenette2/haze/haze_its_defense_log/20260816_111329_Imagenette2_ISSBA_haze_0.75_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.9,its,defense,1,0.05,0.7100636943,0.02521246459,0.5910828025,-0.1187261146,-0.9679886685,0.4856050955,mixed,imagenette2/haze/haze_its_defense_log/20260816_112806_Imagenette2_ISSBA_haze_0.9_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.15,its,defense,1,0.05,0.8150318471,0.8790276993,0.138089172,-0.04178343947,-0.1017524025,0.02292993627,attack_preservation,imagenette2/haze/haze_its_defense_log/20260819_011637_Imagenette2_WaNet_haze_0.15_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.2,its,defense,1,0.05,0.8221656051,0.884397965,0.1421656051,-0.0346496815,-0.09638213685,0.0270063694,attack_preservation,imagenette2/haze/haze_its_defense_log/20260819_013331_Imagenette2_WaNet_haze_0.2_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.5,its,defense,1,0.05,0.832866242,0.9092707744,0.1464968153,-0.02394904456,-0.07150932735,0.03133757959,attack_preservation,imagenette2/haze/haze_its_defense_log/20260819_014854_Imagenette2_WaNet_haze_0.5_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.75,its,defense,1,0.05,0.8338853503,0.9177501413,0.1571974522,-0.02292993628,-0.06302996048,0.04203821653,attack_preservation,imagenette2/haze/haze_its_defense_log/20260819_020346_Imagenette2_WaNet_haze_0.75_seed1234.log
Imagenette2,WaNet,haze,haze,haze,0.9,its,defense,1,0.05,0.7182165605,0.7936687394,0.2066242038,-0.1385987261,-0.1871113624,0.09146496812,attack_preservation,imagenette2/haze/haze_its_defense_log/20260819_021832_Imagenette2_WaNet_haze_0.9_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.15,ots,defense,1,0.05,0.8456050955,0.8410764873,0.243566879,-0.0005095541586,-0.1303116147,0.1171974522,attack_preservation,imagenette2/haze/haze_ots_defense_log/20260816_141409_Imagenette2_BadNet_haze_0.15_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.2,ots,defense,1,0.05,0.8463694268,0.823796034,0.2585987261,0.0002547770516,-0.147592068,0.1322292993,attack_preservation,imagenette2/haze/haze_ots_defense_log/20260816_143009_Imagenette2_BadNet_haze_0.2_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.5,ots,defense,1,0.05,0.8389808917,0.7849858357,0.2924840764,-0.00713375798,-0.1864022663,0.1661146496,attack_preservation,imagenette2/haze/haze_ots_defense_log/20260816_144654_Imagenette2_BadNet_haze_0.5_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.75,ots,defense,1,0.05,0.8114649682,0.6730878187,0.3862420382,-0.03464968155,-0.2983002833,0.2598726114,mixed,imagenette2/haze/haze_ots_defense_log/20260816_150211_Imagenette2_BadNet_haze_0.75_seed1234.log
Imagenette2,BadNet,haze,haze,haze,0.9,ots,defense,1,0.05,0.2659872611,0.04759206799,0.2608917197,-0.5801273886,-0.923796034,0.1345222929,utility_collapse,imagenette2/haze/haze_ots_defense_log/20260816_151755_Imagenette2_BadNet_haze_0.9_seed1234.log
Imagenette2,Blended,haze,haze,haze,0.15,ots,defense,1,0.05,0.8629299363,0.9974504249,0.1029299363,0.001019108306,-0.0002832860708,0.0002547771057,attack_preservation,imagenette2/haze/haze_ots_defense_log/20260816_173045_Imagenette2_Blended_haze_0.15_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.15,ots,defense,1,0.05,0.8272611465,0.01133144476,0.8252229299,-0.001528662403,-0.9818696883,0.7197452229,prediction_recovery,imagenette2/haze/haze_ots_defense_log/20260816_181813_Imagenette2_ISSBA_haze_0.15_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.2,ots,defense,1,0.05,0.8267515924,0.01161473088,0.8252229299,-0.002038216543,-0.9815864022,0.7197452229,prediction_recovery,imagenette2/haze/haze_ots_defense_log/20260816_183410_Imagenette2_ISSBA_haze_0.2_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.5,ots,defense,1,0.05,0.8226751592,0.01161473088,0.8229299363,-0.006114649664,-0.9815864022,0.7174522293,prediction_recovery,imagenette2/haze/haze_ots_defense_log/20260816_185006_Imagenette2_ISSBA_haze_0.5_seed1234.log
Imagenette2,ISSBA,haze,haze,haze,0.75,ots,defense,1,0.05,0.7946496815,0.008781869688,0.7956687898,-0.03414012737,-0.9844192634,0.6901910828,prediction_recovery,imagenette2/haze/haze_ots_defense_log/20260816_190556_Imagenette2_ISSBA_haze_0.75_seed1234.log
