dataset,attack,family,pipeline,degradation,strength,restoration_prior,condition,target_label,poison_rate,ca,asr,pa,delta_ca,delta_asr,delta_pa,outcome,source_log,input_handling
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,7.0,none,defense,1,0.05,0.3362,0.0004444444444,0.3296,-0.538,-0.9992222223,0.2293,utility_collapse,cifar10/motion_blur/motion_blur_defense_log/20260822_203917_CIFAR10ImageFolder_ISSBA_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,9.0,none,defense,1,0.05,0.262,0.0002222222222,0.2609,-0.6122,-0.9994444445,0.1606,utility_collapse,cifar10/motion_blur/motion_blur_defense_log/20260822_204053_CIFAR10ImageFolder_ISSBA_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,3.0,none,defense,1,0.05,0.7116,0.1376666667,0.4936,-0.1707,-0.8592222222,0.3911,mixed,cifar10/motion_blur/motion_blur_defense_log/20260823_192117_CIFAR10ImageFolder_WaNet_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,5.0,none,defense,1,0.05,0.4716,0.003666666667,0.3524,-0.4107,-0.9932222222,0.2499,utility_collapse,cifar10/motion_blur/motion_blur_defense_log/20260823_192539_CIFAR10ImageFolder_WaNet_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,7.0,none,defense,1,0.05,0.3027,0.0004444444444,0.2482,-0.5796,-0.9964444445,0.1457,utility_collapse,cifar10/motion_blur/motion_blur_defense_log/20260823_193005_CIFAR10ImageFolder_WaNet_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,9.0,none,defense,1,0.05,0.2331,0,0.214,-0.6492,-0.9968888889,0.1115,utility_collapse,cifar10/motion_blur/motion_blur_defense_log/20260823_193429_CIFAR10ImageFolder_WaNet_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,3.0,gopro,defense,1,0.05,0.6976,0.01655555556,0.681,-0.1799,-0.9834444444,0.581,mixed,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_050353_CIFAR10ImageFolder_BadNet_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,5.0,gopro,defense,1,0.05,0.4842,0.006555555556,0.4747,-0.3933,-0.9934444444,0.3747,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_051217_CIFAR10ImageFolder_BadNet_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,7.0,gopro,defense,1,0.05,0.3235,0.001888888889,0.3047,-0.554,-0.9981111111,0.2047,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_052044_CIFAR10ImageFolder_BadNet_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,9.0,gopro,defense,1,0.05,0.2455,0.0007777777778,0.2343,-0.632,-0.9992222222,0.1343,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_052914_CIFAR10ImageFolder_BadNet_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,3.0,gopro,defense,1,0.05,0.6708,0.001,0.3255,-0.2093,-0.999,0.2255,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_053741_CIFAR10ImageFolder_Blended_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,5.0,gopro,defense,1,0.05,0.4605,0.0004444444444,0.2687,-0.4196,-0.9995555556,0.1687,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_054606_CIFAR10ImageFolder_Blended_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,7.0,gopro,defense,1,0.05,0.3435,0,0.2291,-0.5366,-1,0.1291,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_055434_CIFAR10ImageFolder_Blended_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,9.0,gopro,defense,1,0.05,0.2591,0.0005555555556,0.2044,-0.621,-0.9994444444,0.1044,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_060303_CIFAR10ImageFolder_Blended_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,3.0,gopro,defense,1,0.05,0.6176,0.04188888889,0.6327,-0.2566,-0.9577777778,0.5324,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_064540_CIFAR10ImageFolder_ISSBA_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,5.0,gopro,defense,1,0.05,0.3815,0.2222222222,0.3961,-0.4927,-0.7774444445,0.2958,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_065508_CIFAR10ImageFolder_ISSBA_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,7.0,gopro,defense,1,0.05,0.2859,0.1392222222,0.3075,-0.5883,-0.8604444445,0.2072,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_070337_CIFAR10ImageFolder_ISSBA_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,9.0,gopro,defense,1,0.05,0.2363,0.1683333333,0.2447,-0.6379,-0.8313333334,0.1444,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_071200_CIFAR10ImageFolder_ISSBA_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,3.0,gopro,defense,1,0.05,0.4505,0.4493333333,0.3065,-0.4318,-0.5475555556,0.204,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_164151_CIFAR10ImageFolder_WaNet_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,5.0,gopro,defense,1,0.05,0.1937,0.6478888889,0.1811,-0.6886,-0.349,0.0786,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_165216_CIFAR10ImageFolder_WaNet_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,7.0,gopro,defense,1,0.05,0.133,0.704,0.1515,-0.7493,-0.2928888889,0.049,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_172056_CIFAR10ImageFolder_WaNet_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,9.0,gopro,defense,1,0.05,0.1127,0.7932222222,0.131,-0.7696,-0.2036666667,0.0285,utility_collapse,cifar10/motion_blur/motion_blur_gopro_defense_log/20260823_173443_CIFAR10ImageFolder_WaNet_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,3.0,rsblur,defense,1,0.05,0.2247,0.0004444444444,0.2519,-0.6528,-0.9995555556,0.1519,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_072024_CIFAR10ImageFolder_BadNet_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,5.0,rsblur,defense,1,0.05,0.2075,0.0002222222222,0.2247,-0.67,-0.9997777778,0.1247,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_072846_CIFAR10ImageFolder_BadNet_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,7.0,rsblur,defense,1,0.05,0.1996,0,0.2036,-0.6779,-1,0.1036,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_073710_CIFAR10ImageFolder_BadNet_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,motion_blur,motion_blur,9.0,rsblur,defense,1,0.05,0.1849,0,0.189,-0.6926,-1,0.089,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_074530_CIFAR10ImageFolder_BadNet_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,3.0,rsblur,defense,1,0.05,0.2215,0,0.1856,-0.6586,-1,0.0856,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_075400_CIFAR10ImageFolder_Blended_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,5.0,rsblur,defense,1,0.05,0.2035,0,0.1734,-0.6766,-1,0.0734,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_080227_CIFAR10ImageFolder_Blended_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,7.0,rsblur,defense,1,0.05,0.1888,0.0001111111111,0.1704,-0.6913,-0.9998888889,0.0704,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_081051_CIFAR10ImageFolder_Blended_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,motion_blur,motion_blur,9.0,rsblur,defense,1,0.05,0.1758,0,0.1622,-0.7043,-1,0.0622,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_081919_CIFAR10ImageFolder_Blended_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,3.0,rsblur,defense,1,0.05,0.1998,0.0001111111111,0.2018,-0.6744,-0.9995555556,0.1015,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_090136_CIFAR10ImageFolder_ISSBA_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,5.0,rsblur,defense,1,0.05,0.1882,0,0.1966,-0.686,-0.9996666667,0.0963,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_090957_CIFAR10ImageFolder_ISSBA_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,7.0,rsblur,defense,1,0.05,0.1718,0,0.1782,-0.7024,-0.9996666667,0.0779,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_091818_CIFAR10ImageFolder_ISSBA_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,motion_blur,motion_blur,9.0,rsblur,defense,1,0.05,0.1575,0,0.1578,-0.7167,-0.9996666667,0.0575,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_092643_CIFAR10ImageFolder_ISSBA_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,3.0,rsblur,defense,1,0.05,0.2031,0.009333333333,0.1928,-0.6792,-0.9875555556,0.0903,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_174757_CIFAR10ImageFolder_WaNet_motion_blur_3.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,5.0,rsblur,defense,1,0.05,0.1843,0.0002222222222,0.1858,-0.698,-0.9966666667,0.0833,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_180705_CIFAR10ImageFolder_WaNet_motion_blur_5.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,7.0,rsblur,defense,1,0.05,0.1712,0.0001111111111,0.1671,-0.7111,-0.9967777778,0.0646,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_183832_CIFAR10ImageFolder_WaNet_motion_blur_7.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,motion_blur,motion_blur,9.0,rsblur,defense,1,0.05,0.1677,0,0.1655,-0.7146,-0.9968888889,0.063,utility_collapse,cifar10/motion_blur/motion_blur_rsblur_defense_log/20260823_185830_CIFAR10ImageFolder_WaNet_motion_blur_9.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,motion_blur,none,none,0.0,rsblur,defense,1,0.05,0.3394,0.9097777778,0.1301,-0.5381,-0.09022222222,0.0301,utility_collapse,cifar10/motion_blur/rsblur_defense_log/20260823_115052_CIFAR10ImageFolder_BadNet_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,motion_blur,none,none,0.0,rsblur,defense,1,0.05,0.3234,0.09711111111,0.1911,-0.5567,-0.9028888889,0.0911,utility_collapse,cifar10/motion_blur/rsblur_defense_log/20260823_120050_CIFAR10ImageFolder_Blended_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,motion_blur,none,none,0.0,rsblur,defense,1,0.05,0.3104,0.807,0.1664,-0.5638,-0.1926666667,0.0661,utility_collapse,cifar10/motion_blur/rsblur_defense_log/20260823_122040_CIFAR10ImageFolder_ISSBA_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,motion_blur,none,none,0.0,rsblur,defense,1,0.05,0.309,0.8926666667,0.1399,-0.5733,-0.1042222222,0.0374,utility_collapse,cifar10/motion_blur/rsblur_defense_log/20260823_203503_CIFAR10ImageFolder_WaNet_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,zip,zip,zip,1.0,I2I-Diffusion,defense,1,0.05,0.708,0.6035555556,0.3554,-0.1695,-0.3964444444,0.2554,mixed,cifar10/zip/20260823_133356_CIFAR10ImageFolder_BadNet_zip_1.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,BadNet,zip,zip,zip,2.0,I2I-Diffusion,defense,1,0.05,0.644,0.01966666667,0.6469,-0.2335,-0.9803333333,0.5469,utility_collapse,cifar10/zip/20260823_133749_CIFAR10ImageFolder_BadNet_zip_2.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,BadNet,zip,zip,zip,4.0,I2I-Diffusion,defense,1,0.05,0.5444,0.007222222222,0.5604,-0.3331,-0.9927777778,0.4604,utility_collapse,cifar10/zip/20260823_134138_CIFAR10ImageFolder_BadNet_zip_4.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,zip,zip,zip,1.0,I2I-Diffusion,defense,1,0.05,0.7087,0.1216666667,0.4179,-0.1714,-0.8783333333,0.3179,mixed,cifar10/zip/20260823_134531_CIFAR10ImageFolder_Blended_zip_1.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,zip,zip,zip,2.0,I2I-Diffusion,defense,1,0.05,0.6417,0.003,0.5638,-0.2384,-0.997,0.4638,utility_collapse,cifar10/zip/20260823_134922_CIFAR10ImageFolder_Blended_zip_2.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,zip,zip,zip,4.0,I2I-Diffusion,defense,1,0.05,0.543,0.001888888889,0.4749,-0.3371,-0.9981111111,0.3749,utility_collapse,cifar10/zip/20260823_135326_CIFAR10ImageFolder_Blended_zip_4.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,zip,zip,zip,1.0,I2I-Diffusion,defense,1,0.05,0.7052,0.005111111111,0.6109,-0.1771,-0.9917777778,0.5084,mixed,cifar10/zip/20260823_204722_CIFAR10ImageFolder_WaNet_zip_1.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,zip,zip,zip,2.0,I2I-Diffusion,defense,1,0.05,0.6412,0.005555555556,0.5429,-0.2411,-0.9913333333,0.4404,utility_collapse,cifar10/zip/20260823_205114_CIFAR10ImageFolder_WaNet_zip_2.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,zip,zip,zip,4.0,I2I-Diffusion,defense,1,0.05,0.541,0.002222222222,0.4381,-0.3413,-0.9946666667,0.3356,utility_collapse,cifar10/zip/20260823_205506_CIFAR10ImageFolder_WaNet_zip_4.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,zip,zip,zip,1.0,I2I-Diffusion,defense,1,0.05,0.703,0.005555555556,0.7157,-0.1712,-0.9941111111,0.6154,mixed,cifar10/zip/20260823_205854_CIFAR10ImageFolder_ISSBA_zip_1.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,zip,zip,zip,2.0,I2I-Diffusion,defense,1,0.05,0.6458,0.005222222222,0.6558,-0.2284,-0.9944444445,0.5555,utility_collapse,cifar10/zip/20260823_210245_CIFAR10ImageFolder_ISSBA_zip_2.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,zip,zip,zip,4.0,I2I-Diffusion,defense,1,0.05,0.5479,0.003111111111,0.5593,-0.3263,-0.9965555556,0.459,utility_collapse,cifar10/zip/20260823_210636_CIFAR10ImageFolder_ISSBA_zip_4.0_seed1234.log,I2I-Diffusion tiling/splitting
