sample_index,layer,true_label,feature_shift_poison_to_restored_poison,cosine_poison_to_restored_poison,dist_restored_poison_to_clean_centroid,dist_poison_to_clean_centroid,dist_restored_poison_to_target_centroid,dist_poison_to_target_centroid,dist_restored_clean_to_clean_centroid
0,penultimate,0,5.299966812133789,0.395130455493927,0.8504945635795593,5.709649562835693,0.8504945635795593,5.709649562835693,0.8168492913246155
1,penultimate,0,5.552705764770508,0.37398606538772583,0.8756799697875977,5.478607654571533,0.8756799697875977,5.478607654571533,0.9157810211181641
2,penultimate,0,5.335633277893066,0.47388729453086853,1.9681682586669922,4.812263011932373,1.9681682586669922,4.812263011932373,2.0391128063201904
3,penultimate,0,6.667693614959717,0.46136674284935,2.933371067047119,5.271509170532227,2.933371067047119,5.271509170532227,2.9758388996124268
4,penultimate,0,4.934441089630127,0.4166714549064636,2.421156644821167,5.383959770202637,2.421156644821167,5.383959770202637,2.3813228607177734
5,penultimate,0,4.493931770324707,0.5662577152252197,1.3699233531951904,5.091421127319336,1.3699233531951904,5.091421127319336,1.291177749633789
6,penultimate,0,5.816143989562988,0.37801599502563477,1.4227267503738403,6.097270965576172,1.4227267503738403,6.097270965576172,1.4385367631912231
7,penultimate,0,4.630801200866699,0.5160336494445801,2.111508846282959,4.798008918762207,2.111508846282959,4.798008918762207,2.0923831462860107
8,penultimate,0,4.744988441467285,0.6234281063079834,1.9162421226501465,5.152967929840088,1.9162421226501465,5.152967929840088,1.9005944728851318
9,penultimate,0,5.225623607635498,0.5127465128898621,1.5042012929916382,5.047778129577637,1.5042012929916382,5.047778129577637,1.513980507850647
10,penultimate,0,5.236990451812744,0.492245078086853,1.399535059928894,5.524092674255371,1.399535059928894,5.524092674255371,1.3732041120529175
11,penultimate,0,5.60570764541626,0.5330010056495667,2.0009849071502686,6.702953338623047,2.0009849071502686,6.702953338623047,1.9634032249450684
12,penultimate,0,3.6784303188323975,0.662128746509552,2.3885648250579834,4.202029228210449,2.3885648250579834,4.202029228210449,2.3679237365722656
13,penultimate,0,6.648226261138916,0.48118656873703003,1.180251955986023,7.1678242683410645,1.180251955986023,7.1678242683410645,1.2123905420303345
14,penultimate,0,6.103573322296143,0.5137516260147095,2.729153871536255,4.585813999176025,2.729153871536255,4.585813999176025,2.7761638164520264
15,penultimate,0,5.698366165161133,0.42948225140571594,1.6660653352737427,5.639518737792969,1.6660653352737427,5.639518737792969,1.6439956426620483
