sample_index,layer,true_label,feature_shift_poison_to_restored_poison,cosine_poison_to_restored_poison,dist_restored_poison_to_clean_centroid,dist_poison_to_clean_centroid,dist_restored_poison_to_target_centroid,dist_poison_to_target_centroid,dist_restored_clean_to_clean_centroid
0,penultimate,0,4.1745147705078125,0.41795918345451355,4.165771961212158,4.36769437789917,4.165771961212158,4.36769437789917,1.5936956405639648
1,penultimate,0,4.886949062347412,0.22246001660823822,4.96712589263916,4.504146575927734,4.96712589263916,4.504146575927734,1.2707600593566895
2,penultimate,0,5.155083656311035,0.22167855501174927,4.826666831970215,4.79752779006958,4.826666831970215,4.79752779006958,1.2265735864639282
3,penultimate,0,4.954836368560791,0.20585177838802338,4.664515018463135,4.601107120513916,4.664515018463135,4.601107120513916,2.681001663208008
4,penultimate,0,4.530158996582031,0.1992625594139099,4.966222763061523,4.035155773162842,4.966222763061523,4.035155773162842,2.609832525253296
5,penultimate,0,1.3869450092315674,0.9214071035385132,3.061523199081421,4.136012554168701,3.061523199081421,4.136012554168701,1.5411089658737183
6,penultimate,0,4.624737739562988,0.46335846185684204,3.9902000427246094,5.048050403594971,3.9902000427246094,5.048050403594971,1.7837681770324707
7,penultimate,0,4.556727886199951,0.28654149174690247,4.6882243156433105,4.0197343826293945,4.6882243156433105,4.0197343826293945,1.7346842288970947
8,penultimate,0,5.523183822631836,0.17715728282928467,4.967345714569092,4.592945575714111,4.967345714569092,4.592945575714111,1.4008673429489136
9,penultimate,0,3.1587769985198975,0.56404709815979,3.586691379547119,3.8941843509674072,3.586691379547119,3.8941843509674072,1.0677562952041626
10,penultimate,0,5.878539562225342,0.15028727054595947,4.9636149406433105,5.302172660827637,4.9636149406433105,5.302172660827637,0.9506909251213074
11,penultimate,0,5.442720413208008,0.15394586324691772,4.966530799865723,4.967109680175781,4.966530799865723,4.967109680175781,2.304900646209717
12,penultimate,0,4.708693504333496,0.1959870457649231,4.997708320617676,3.5775327682495117,4.997708320617676,3.5775327682495117,1.9913129806518555
13,penultimate,0,5.70039176940918,0.15916487574577332,4.9676194190979,5.34288215637207,4.9676194190979,5.34288215637207,1.7103151082992554
14,penultimate,0,5.603523254394531,0.16474075615406036,4.952097415924072,5.060682773590088,4.952097415924072,5.060682773590088,1.5113605260849
15,penultimate,0,4.230830192565918,0.32013049721717834,4.043482780456543,4.144547462463379,4.043482780456543,4.144547462463379,2.465872287750244
16,penultimate,0,3.9917595386505127,0.47686100006103516,4.0720086097717285,4.959771633148193,4.0720086097717285,4.959771633148193,3.6118996143341064
17,penultimate,0,5.180815696716309,0.1537564992904663,4.968316555023193,4.690287113189697,4.968316555023193,4.690287113189697,0.9971086382865906
18,penultimate,0,3.728661060333252,0.433194100856781,3.805385112762451,4.187891006469727,3.805385112762451,4.187891006469727,1.615106225013733
19,penultimate,0,4.302677631378174,0.41174766421318054,3.9149625301361084,4.756903171539307,3.9149625301361084,4.756903171539307,1.5087484121322632
20,penultimate,0,5.568457126617432,0.17654377222061157,4.9669013023376465,4.8027191162109375,4.9669013023376465,4.8027191162109375,2.081181287765503
21,penultimate,0,4.903416156768799,0.28093424439430237,4.635429382324219,4.685423851013184,4.635429382324219,4.685423851013184,2.8381288051605225
22,penultimate,0,5.218478202819824,0.1636780947446823,4.943983554840088,4.449519634246826,4.943983554840088,4.449519634246826,0.9642412662506104
23,penultimate,0,5.1592936515808105,0.16448834538459778,4.968495845794678,4.7760844230651855,4.968495845794678,4.7760844230651855,1.508702278137207
24,penultimate,0,5.530523300170898,0.17023515701293945,4.960264205932617,4.793855667114258,4.960264205932617,4.793855667114258,2.7358884811401367
25,penultimate,0,4.577486515045166,0.20135580003261566,4.882331848144531,3.6678717136383057,4.882331848144531,3.6678717136383057,2.392385244369507
26,penultimate,0,3.8016629219055176,0.5274849534034729,4.036499500274658,4.956142902374268,4.036499500274658,4.956142902374268,1.9718596935272217
27,penultimate,0,5.5056867599487305,0.18361946940422058,4.825246810913086,4.860067367553711,4.825246810913086,4.860067367553711,1.6459565162658691
28,penultimate,0,5.230079650878906,0.17402541637420654,4.751229763031006,4.7546610832214355,4.751229763031006,4.7546610832214355,1.8381192684173584
29,penultimate,0,5.090014457702637,0.1733527034521103,4.968142986297607,4.178234577178955,4.968142986297607,4.178234577178955,0.9420006275177002
30,penultimate,0,5.502569198608398,0.16808630526065826,4.948544025421143,4.99234676361084,4.948544025421143,4.99234676361084,1.9645990133285522
31,penultimate,0,4.293264389038086,0.32322439551353455,4.968171119689941,3.981037139892578,4.968171119689941,3.981037139892578,2.300934314727783
32,penultimate,0,5.251368045806885,0.15735718607902527,4.871938228607178,4.7888617515563965,4.871938228607178,4.7888617515563965,1.5656542778015137
33,penultimate,0,4.794358730316162,0.18539869785308838,4.964801788330078,4.107091426849365,4.964801788330078,4.107091426849365,1.385640263557434
34,penultimate,0,5.69039249420166,0.20088176429271698,4.968018054962158,4.9560346603393555,4.968018054962158,4.9560346603393555,2.4976720809936523
35,penultimate,0,4.641176700592041,0.249115452170372,4.673250198364258,4.370187282562256,4.673250198364258,4.370187282562256,0.9842619299888611
36,penultimate,0,5.402534484863281,0.20777133107185364,4.754656791687012,4.911844730377197,4.754656791687012,4.911844730377197,1.5290758609771729
37,penultimate,0,5.437556743621826,0.1585925966501236,4.969146728515625,4.8431806564331055,4.969146728515625,4.8431806564331055,2.968926429748535
38,penultimate,0,4.541239261627197,0.386124849319458,4.011593818664551,4.695272922515869,4.011593818664551,4.695272922515869,1.3583787679672241
39,penultimate,0,5.267897605895996,0.17076589167118073,4.964020252227783,4.400954246520996,4.964020252227783,4.400954246520996,1.0110414028167725
40,penultimate,0,5.643772125244141,0.29149317741394043,4.286285400390625,5.396346569061279,4.286285400390625,5.396346569061279,1.0509722232818604
41,penultimate,0,5.304047107696533,0.14019106328487396,4.966567039489746,4.602792739868164,4.966567039489746,4.602792739868164,2.3413422107696533
42,penultimate,0,4.781371593475342,0.21415656805038452,4.968868732452393,4.207475662231445,4.968868732452393,4.207475662231445,2.761629819869995
43,penultimate,0,4.738668441772461,0.3283940851688385,4.003629684448242,4.989465713500977,4.003629684448242,4.989465713500977,0.8041185140609741
44,penultimate,0,4.4782209396362305,0.18018794059753418,4.95656681060791,4.052628993988037,4.95656681060791,4.052628993988037,2.1940324306488037
45,penultimate,0,3.9293715953826904,0.5418291091918945,4.18207311630249,4.062024116516113,4.18207311630249,4.062024116516113,1.7153180837631226
46,penultimate,0,5.40480899810791,0.1831640899181366,4.891939163208008,5.182532787322998,4.891939163208008,5.182532787322998,1.8041425943374634
47,penultimate,0,5.84863805770874,0.1536087542772293,4.954130172729492,5.321822643280029,4.954130172729492,5.321822643280029,2.1094579696655273
48,penultimate,0,4.815658092498779,0.21774914860725403,4.851572513580322,3.853139638900757,4.851572513580322,3.853139638900757,1.5685276985168457
49,penultimate,0,6.211577415466309,0.1577395349740982,4.996235370635986,5.540958881378174,4.996235370635986,5.540958881378174,2.260085105895996
50,penultimate,0,5.0883893966674805,0.21305832266807556,5.007119178771973,4.4238104820251465,5.007119178771973,4.4238104820251465,1.798658013343811
51,penultimate,0,5.386788368225098,0.16073554754257202,4.9712324142456055,5.101257801055908,4.9712324142456055,5.101257801055908,1.8492132425308228
52,penultimate,0,5.0486931800842285,0.32978910207748413,4.26331090927124,4.754389762878418,4.26331090927124,4.754389762878418,0.9462660551071167
53,penultimate,0,5.277083873748779,0.27588897943496704,4.379070281982422,4.8910603523254395,4.379070281982422,4.8910603523254395,2.2208409309387207
54,penultimate,0,4.992188453674316,0.22445787489414215,4.842020034790039,4.579595565795898,4.842020034790039,4.579595565795898,0.9449307322502136
55,penultimate,0,5.069622039794922,0.27395400404930115,4.20777702331543,5.018941879272461,4.20777702331543,5.018941879272461,1.7312229871749878
56,penultimate,0,4.779704570770264,0.19365662336349487,4.966342926025391,4.528429985046387,4.966342926025391,4.528429985046387,2.8341307640075684
57,penultimate,0,5.182765483856201,0.16078387200832367,4.960511684417725,4.789067268371582,4.960511684417725,4.789067268371582,1.032914638519287
58,penultimate,0,4.317471504211426,0.40810996294021606,4.000648021697998,4.691206455230713,4.000648021697998,4.691206455230713,2.666952610015869
59,penultimate,0,2.386874198913574,0.9028294682502747,4.036815643310547,5.153483867645264,4.036815643310547,5.153483867645264,1.5501047372817993
60,penultimate,0,4.841991424560547,0.3498401343822479,4.095839023590088,5.155879020690918,4.095839023590088,5.155879020690918,1.532450556755066
61,penultimate,0,5.300351619720459,0.14725086092948914,4.967803001403809,4.732652187347412,4.967803001403809,4.732652187347412,1.0961860418319702
62,penultimate,0,3.2795321941375732,0.7798668742179871,3.570225954055786,5.1854143142700195,3.570225954055786,5.1854143142700195,1.3030827045440674
63,penultimate,0,5.0887885093688965,0.23179589211940765,5.057283878326416,4.198089599609375,5.057283878326416,4.198089599609375,1.7675648927688599
64,penultimate,0,4.953923225402832,0.1975056380033493,4.966042995452881,3.9415371417999268,4.966042995452881,3.9415371417999268,1.2862966060638428
